台灣頻道,#genre#
sky sports the open,http://154.12.60.186/ubtv/ubtv.php?id=2784
sky sports action,http://154.12.60.186/ubtv/ubtv.php?id=2785
sky sports cricket,http://154.12.60.186/ubtv/ubtv.php?id=2786
sky sports main event,http://154.12.60.186/ubtv/ubtv.php?id=2787
sky sports f1,http://154.12.60.186/ubtv/ubtv.php?id=3237
cbs action,http://154.12.60.186/ubtv/ubtv.php?id=3238
Russia Today,http://154.12.60.186/ubtv/ubtv.php?id=3239
4seven hd,http://154.12.60.186/ubtv/ubtv.php?id=3240
racing uk hd,http://154.12.60.186/ubtv/ubtv.php?id=3241
vault,http://154.12.60.186/ubtv/ubtv.php?id=3242
sky greats,http://154.12.60.186/ubtv/ubtv.php?id=3243
hoem and health,http://154.12.60.186/ubtv/ubtv.php?id=3244
channel 4 hd,http://154.12.60.186/ubtv/ubtv.php?id=3245
citv,http://154.12.60.186/ubtv/ubtv.php?id=3246
channel 5,http://154.12.60.186/ubtv/ubtv.php?id=3247
sony tv,http://154.12.60.186/ubtv/ubtv.php?id=3248
nickelodeon,http://154.12.60.186/ubtv/ubtv.php?id=3249
Bein Sport 4 Max,http://154.12.60.186/ubtv/ubtv.php?id=1405
Bein Sport 5 Max,http://154.12.60.186/ubtv/ubtv.php?id=1450
Bein Sport 1,http://154.12.60.186/ubtv/ubtv.php?id=1085
Bein Sport 3,http://154.12.60.186/ubtv/ubtv.php?id=2230
SKY SPORT ARENA,http://154.12.60.186/ubtv/ubtv.php?id=2739
SKY F1,http://154.12.60.186/ubtv/ubtv.php?id=2740
Sky sport uno,http://154.12.60.186/ubtv/ubtv.php?id=1597
Rai Sport,http://154.12.60.186/ubtv/ubtv.php?id=1613
Suria,http://154.12.60.186/ubtv/ubtv.php?id=434
Astro Sp1,http://154.12.60.186/ubtv/ubtv.php?id=444
ASSP1_HD,http://154.12.60.186/ubtv/ubtv.php?id=1070
Astro Sp2,http://154.12.60.186/ubtv/ubtv.php?id=445
ASSP2_HD,http://154.12.60.186/ubtv/ubtv.php?id=1071
Astro Sp3,http://154.12.60.186/ubtv/ubtv.php?id=446
Astro Sp4,http://154.12.60.186/ubtv/ubtv.php?id=3234
Astro Sp4,http://154.12.60.186/ubtv/ubtv.php?id=447
Astro Sp5,http://154.12.60.186/ubtv/ubtv.php?id=2432
SPOTV 1,http://154.12.60.186/ubtv/ubtv.php?id=3037
SPOTV 2,http://154.12.60.186/ubtv/ubtv.php?id=3038
Sport TV 1,http://154.12.60.186/ubtv/ubtv.php?id=1779
Sport TV 2,http://154.12.60.186/ubtv/ubtv.php?id=1785
Sport TV 3,http://154.12.60.186/ubtv/ubtv.php?id=2135
紀實頻道,#genre#
亞洲旅遊,http://154.12.60.186/ubtv/ubtv.php?id=2299
探索頻道,http://154.12.60.186/ubtv/ubtv.php?id=2817
探索頻道,http://154.12.60.186/ubtv/ubtv.php?id=1035
大陸尋奇,http://154.12.60.186/ubtv/ubtv.php?id=102
TLC,http://154.12.60.186/ubtv/ubtv.php?id=2275
動物星球,http://154.12.60.186/ubtv/ubtv.php?id=367
Fashion One,http://154.12.60.186/ubtv/ubtv.php?id=113
探索亞洲,http://154.12.60.186/ubtv/ubtv.php?id=306
探索科學,http://154.12.60.186/ubtv/ubtv.php?id=343
Nat Geo WILD,http://154.12.60.186/ubtv/ubtv.php?id=388
國家野生（英）,http://154.12.60.186/ubtv/ubtv.php?id=1038
HGTV,http://154.12.60.186/ubtv/ubtv.php?id=1159
CI罪案偵查,http://154.12.60.186/ubtv/ubtv.php?id=2303
探索EVE,http://154.12.60.186/ubtv/ubtv.php?id=1036
TaiwanPlus,http://154.12.60.186/ubtv/ubtv.php?id=327
BBC Lifestyle,http://154.12.60.186/ubtv/ubtv.php?id=424
視納華仁紀實,http://154.12.60.186/ubtv/ubtv.php?id=91
美食星球,http://154.12.60.186/ubtv/ubtv.php?id=3073
美食星球,http://154.12.60.186/ubtv/ubtv.php?id=1360
EYE旅遊,http://154.12.60.186/ubtv/ubtv.php?id=1494
Travel Channel,http://154.12.60.186/ubtv/ubtv.php?id=63
BBC EARTH,http://154.12.60.186/ubtv/ubtv.php?id=97
探索動力DMAX,http://154.12.60.186/ubtv/ubtv.php?id=335
Pet Club,http://154.12.60.186/ubtv/ubtv.php?id=368
Globetrotter（環球旅遊）,http://154.12.60.186/ubtv/ubtv.php?id=114
Globetrotter（MOD）,http://154.12.60.186/ubtv/ubtv.php?id=3259
NASA TV,http://154.12.60.186/ubtv/ubtv.php?id=25
NASA Live,http://154.12.60.186/ubtv/ubtv.php?id=196
TV5MONDE STYLE,http://154.12.60.186/ubtv/ubtv.php?id=389
動物世界,http://154.12.60.186/ubtv/ubtv.php?id=291
法國時裝,http://154.12.60.186/ubtv/ubtv.php?id=2287
台灣啟示錄,http://154.12.60.186/ubtv/ubtv.php?id=2765
CCTV17,http://154.12.60.186/ubtv/ubtv.php?id=3260
TLC,http://154.12.60.186/ubtv/ubtv.php?id=1533
National Geographic,http://154.12.60.186/ubtv/ubtv.php?id=294
TLC Canada,http://154.12.60.186/ubtv/ubtv.php?id=1262
Food Network Canada,http://154.12.60.186/ubtv/ubtv.php?id=1265
History,http://154.12.60.186/ubtv/ubtv.php?id=1413
Food Network 英,http://154.12.60.186/ubtv/ubtv.php?id=1421
少兒頻道,#genre#
Bebefinn,http://154.12.60.186/ubtv/ubtv.php?id=489
Leigha Marina,http://154.12.60.186/ubtv/ubtv.php?id=313
MOMO親子,http://154.12.60.186/ubtv/ubtv.php?id=2767
東森幼幼（備）,http://154.12.60.186/ubtv/ubtv.php?id=2771
東森幼幼,http://154.12.60.186/ubtv/ubtv.php?id=371
東森亞洲呦呦,http://154.12.60.186/ubtv/ubtv.php?id=293
PBS KIDS,http://154.12.60.186/ubtv/ubtv.php?id=355
CN Asia,http://154.12.60.186/ubtv/ubtv.php?id=2768
Nick Jr.,http://154.12.60.186/ubtv/ubtv.php?id=50
PAW Patrol,http://154.12.60.186/ubtv/ubtv.php?id=2226
Spidey,http://154.12.60.186/ubtv/ubtv.php?id=2270
Dreamworks,http://154.12.60.186/ubtv/ubtv.php?id=48
CN卡通,http://154.12.60.186/ubtv/ubtv.php?id=107
Tom and Jerry,http://154.12.60.186/ubtv/ubtv.php?id=3209
Curious George,http://154.12.60.186/ubtv/ubtv.php?id=173
Gabby Dollhouse,http://154.12.60.186/ubtv/ubtv.php?id=1344
Animax,http://154.12.60.186/ubtv/ubtv.php?id=59
Bluey,http://154.12.60.186/ubtv/ubtv.php?id=143
靖洋卡通,http://154.12.60.186/ubtv/ubtv.php?id=348
YOYO TV,http://154.12.60.186/ubtv/ubtv.php?id=340
靖天卡通,http://154.12.60.186/ubtv/ubtv.php?id=344
i-Fun動漫,http://154.12.60.186/ubtv/ubtv.php?id=1127
i-Fun動漫,http://154.12.60.186/ubtv/ubtv.php?id=2802
達文西,http://154.12.60.186/ubtv/ubtv.php?id=68
Baby TV,http://154.12.60.186/ubtv/ubtv.php?id=1129
Treehouse,http://154.12.60.186/ubtv/ubtv.php?id=55
Nickj,http://154.12.60.186/ubtv/ubtv.php?id=53
Disney,http://154.12.60.186/ubtv/ubtv.php?id=5
Disneyxd,http://154.12.60.186/ubtv/ubtv.php?id=31
Boomerang,http://154.12.60.186/ubtv/ubtv.php?id=57
Disney Junior,http://154.12.60.186/ubtv/ubtv.php?id=460
Hogi,http://154.12.60.186/ubtv/ubtv.php?id=2346
LiaChaCha,http://154.12.60.186/ubtv/ubtv.php?id=1399
Phineas and Ferb,http://154.12.60.186/ubtv/ubtv.php?id=1098
Talking Tom,http://154.12.60.186/ubtv/ubtv.php?id=2696
Robocar POLI,http://154.12.60.186/ubtv/ubtv.php?id=298
SpongeBob,http://154.12.60.186/ubtv/ubtv.php?id=1094
朱妮托尼,http://154.12.60.186/ubtv/ubtv.php?id=2537
Beep Beep,http://154.12.60.186/ubtv/ubtv.php?id=3015
Winnie,http://154.12.60.186/ubtv/ubtv.php?id=3018
The Amazing World of Elmore,http://154.12.60.186/ubtv/ubtv.php?id=456
The Smurfs,http://154.12.60.186/ubtv/ubtv.php?id=454
CCTV14,http://154.12.60.186/ubtv/ubtv.php?id=214
CCTV14,http://154.12.60.186/ubtv/ubtv.php?id=2826
ChuChu,http://154.12.60.186/ubtv/ubtv.php?id=1562
音樂宗教,#genre#
好消息,http://154.12.60.186/ubtv/ubtv.php?id=104
好消息2,http://154.12.60.186/ubtv/ubtv.php?id=363
Water Sounds,http://154.12.60.186/ubtv/ubtv.php?id=496
Hits Radio,http://154.12.60.186/ubtv/ubtv.php?id=4
Unbelievable Beauty,http://154.12.60.186/ubtv/ubtv.php?id=1002
Relaxing Music,http://154.12.60.186/ubtv/ubtv.php?id=151
Relaxing Jazz Piano,http://154.12.60.186/ubtv/ubtv.php?id=1351
輕鬆音樂,http://154.12.60.186/ubtv/ubtv.php?id=1361
One World Radio,http://154.12.60.186/ubtv/ubtv.php?id=1153
Mezzo Live,http://154.12.60.186/ubtv/ubtv.php?id=60
8FM,http://154.12.60.186/ubtv/ubtv.php?id=9
Lofi Hip Hop,http://154.12.60.186/ubtv/ubtv.php?id=2350
Eight FM,http://154.12.60.186/ubtv/ubtv.php?id=1021
自然の音,http://154.12.60.186/ubtv/ubtv.php?id=1138
4K Nature,http://154.12.60.186/ubtv/ubtv.php?id=1015
Coffee Jazz,http://154.12.60.186/ubtv/ubtv.php?id=1019
Space Ambient,http://154.12.60.186/ubtv/ubtv.php?id=1005
Rolling Cam Venice,http://154.12.60.186/ubtv/ubtv.php?id=1007
大愛一臺,http://154.12.60.186/ubtv/ubtv.php?id=11
大愛二臺,http://154.12.60.186/ubtv/ubtv.php?id=197
Baroque Live Music,http://154.12.60.186/ubtv/ubtv.php?id=1027
唯心電視,http://154.12.60.186/ubtv/ubtv.php?id=1150
人間衛視,http://154.12.60.186/ubtv/ubtv.php?id=101
Good Life Radio,http://154.12.60.186/ubtv/ubtv.php?id=1152
Rainy Jazz,http://154.12.60.186/ubtv/ubtv.php?id=1089
Deep House Radio,http://154.12.60.186/ubtv/ubtv.php?id=1090
Sleeping Music,http://154.12.60.186/ubtv/ubtv.php?id=1087
Relaxing Piano Collection,http://154.12.60.186/ubtv/ubtv.php?id=1088
Trace Urban,http://154.12.60.186/ubtv/ubtv.php?id=1003
佛衛慈悲台,http://154.12.60.186/ubtv/ubtv.php?id=1306
生命電視,http://154.12.60.186/ubtv/ubtv.php?id=1124
華藏電視,http://154.12.60.186/ubtv/ubtv.php?id=1053
治愈音樂,http://154.12.60.186/ubtv/ubtv.php?id=1503
正德電視,http://154.12.60.186/ubtv/ubtv.php?id=42
SupremeMasterTV,http://154.12.60.186/ubtv/ubtv.php?id=323
鳥鳴音樂,http://154.12.60.186/ubtv/ubtv.php?id=1407
GRASS COTTON,http://154.12.60.186/ubtv/ubtv.php?id=3221
Heavenly Harp Music,http://154.12.60.186/ubtv/ubtv.php?id=2540
大陸頻道,#genre#
CCTV1,http://154.12.60.186/ubtv/ubtv.php?id=2305
CCTV1,http://154.12.60.186/ubtv/ubtv.php?id=200
CCTV2,http://154.12.60.186/ubtv/ubtv.php?id=201
CCTV2,http://154.12.60.186/ubtv/ubtv.php?id=2763
CCTV3,http://154.12.60.186/ubtv/ubtv.php?id=202
CCTV3,http://154.12.60.186/ubtv/ubtv.php?id=2808
CCTV4,http://154.12.60.186/ubtv/ubtv.php?id=248
CCTV4,http://154.12.60.186/ubtv/ubtv.php?id=203
CCTV4,http://154.12.60.186/ubtv/ubtv.php?id=2764
CCTV5,http://154.12.60.186/ubtv/ubtv.php?id=204
CCTV5plus,http://154.12.60.186/ubtv/ubtv.php?id=205
CCTV5,http://154.12.60.186/ubtv/ubtv.php?id=2760
CCTV5plus,http://154.12.60.186/ubtv/ubtv.php?id=2759
CCTV6,http://154.12.60.186/ubtv/ubtv.php?id=206
CCTV6,http://154.12.60.186/ubtv/ubtv.php?id=2758
CCTV7,http://154.12.60.186/ubtv/ubtv.php?id=207
CCTV7,http://154.12.60.186/ubtv/ubtv.php?id=2757
CCTV8,http://154.12.60.186/ubtv/ubtv.php?id=208
CCTV8,http://154.12.60.186/ubtv/ubtv.php?id=2756
CCTV9,http://154.12.60.186/ubtv/ubtv.php?id=2308
CCTV9,http://154.12.60.186/ubtv/ubtv.php?id=209
CCTV10,http://154.12.60.186/ubtv/ubtv.php?id=210
CCTV11,http://154.12.60.186/ubtv/ubtv.php?id=2809
CCTV11,http://154.12.60.186/ubtv/ubtv.php?id=211
CCTV12,http://154.12.60.186/ubtv/ubtv.php?id=212
CCTV12,http://154.12.60.186/ubtv/ubtv.php?id=2755
CCTV13,http://154.12.60.186/ubtv/ubtv.php?id=213
CCTV13,http://154.12.60.186/ubtv/ubtv.php?id=2754
CCTV14,http://154.12.60.186/ubtv/ubtv.php?id=214
CCTV14,http://154.12.60.186/ubtv/ubtv.php?id=2826
CCTV15,http://154.12.60.186/ubtv/ubtv.php?id=215
CCTV16,http://154.12.60.186/ubtv/ubtv.php?id=2821
CCTV17,http://154.12.60.186/ubtv/ubtv.php?id=3260
浙江卫视,http://154.12.60.186/ubtv/ubtv.php?id=217
江苏卫视,http://154.12.60.186/ubtv/ubtv.php?id=218
江苏卫视,http://154.12.60.186/ubtv/ubtv.php?id=2829
南方卫视,http://154.12.60.186/ubtv/ubtv.php?id=219
北京卫视,http://154.12.60.186/ubtv/ubtv.php?id=220
北京衛視,http://154.12.60.186/ubtv/ubtv.php?id=221
广东卫视,http://154.12.60.186/ubtv/ubtv.php?id=231
广东卫视,http://154.12.60.186/ubtv/ubtv.php?id=1499
东方卫视,http://154.12.60.186/ubtv/ubtv.php?id=224
河南卫视,http://154.12.60.186/ubtv/ubtv.php?id=225
湖南卫视,http://154.12.60.186/ubtv/ubtv.php?id=3228
湖南卫视,http://154.12.60.186/ubtv/ubtv.php?id=226
湖北卫视,http://154.12.60.186/ubtv/ubtv.php?id=3229
湖北卫视,http://154.12.60.186/ubtv/ubtv.php?id=227
东南卫视,http://154.12.60.186/ubtv/ubtv.php?id=228
辽宁卫视,http://154.12.60.186/ubtv/ubtv.php?id=229
深圳卫视,http://154.12.60.186/ubtv/ubtv.php?id=230
深圳卫视,http://154.12.60.186/ubtv/ubtv.php?id=3230
安徽卫视,http://154.12.60.186/ubtv/ubtv.php?id=232
安徽卫视,http://154.12.60.186/ubtv/ubtv.php?id=2830
四川卫视,http://154.12.60.186/ubtv/ubtv.php?id=233
山东卫视,http://154.12.60.186/ubtv/ubtv.php?id=234
青田電視台,http://154.12.60.186/ubtv/ubtv.php?id=2295
天津衛視,http://154.12.60.186/ubtv/ubtv.php?id=1093
江西衛視,http://154.12.60.186/ubtv/ubtv.php?id=1097
新疆衛視,http://154.12.60.186/ubtv/ubtv.php?id=1026
にっぽん,#genre#
JapaNews24,http://154.12.60.186/ubtv/ubtv.php?id=425
スカイA,http://154.12.60.186/ubtv/ubtv.php?id=2433
日テレニュース24,http://154.12.60.186/ubtv/ubtv.php?id=292
フジone,http://154.12.60.186/ubtv/ubtv.php?id=2300
フジ two,http://154.12.60.186/ubtv/ubtv.php?id=2301
フジ next,http://154.12.60.186/ubtv/ubtv.php?id=2750
KANSAI News24,http://154.12.60.186/ubtv/ubtv.php?id=247
メ～テレNEWS,http://154.12.60.186/ubtv/ubtv.php?id=245
広島ニュース,http://154.12.60.186/ubtv/ubtv.php?id=1095
TBS NEWS,http://154.12.60.186/ubtv/ubtv.php?id=1096
RKB NEWS 24,http://154.12.60.186/ubtv/ubtv.php?id=1043
STV NEWS,http://154.12.60.186/ubtv/ubtv.php?id=1500
テレ朝チャンネル1,http://154.12.60.186/ubtv/ubtv.php?id=2271
テレ朝チャンネル2,http://154.12.60.186/ubtv/ubtv.php?id=2344
スポーツライブ＋,http://154.12.60.186/ubtv/ubtv.php?id=2343
読売テレビ,http://154.12.60.186/ubtv/ubtv.php?id=198
関西テレビ,http://154.12.60.186/ubtv/ubtv.php?id=235
BS日テレ,http://154.12.60.186/ubtv/ubtv.php?id=240
BS朝日,http://154.12.60.186/ubtv/ubtv.php?id=241
BS-TBS,http://154.12.60.186/ubtv/ubtv.php?id=242
BSテレビ東京,http://154.12.60.186/ubtv/ubtv.php?id=243
SATVニュース,http://154.12.60.186/ubtv/ubtv.php?id=1594
BSフジ,http://154.12.60.186/ubtv/ubtv.php?id=244
旅チャンネル,http://154.12.60.186/ubtv/ubtv.php?id=2304
RCC NEWS,http://154.12.60.186/ubtv/ubtv.php?id=421
TOKYO MX 1,http://154.12.60.186/ubtv/ubtv.php?id=2204
TOKYO MX 2,http://154.12.60.186/ubtv/ubtv.php?id=2205
朝日放送テレビ,http://154.12.60.186/ubtv/ubtv.php?id=237
時代劇専門チャンネル,http://154.12.60.186/ubtv/ubtv.php?id=287
TV Tokyo,http://154.12.60.186/ubtv/ubtv.php?id=123
J SPORTS 1,http://154.12.60.186/ubtv/ubtv.php?id=129
J SPORTS 2,http://154.12.60.186/ubtv/ubtv.php?id=130
J SPORTS 3,http://154.12.60.186/ubtv/ubtv.php?id=131
J SPORTS 4,http://154.12.60.186/ubtv/ubtv.php?id=132
ABC朝日,http://154.12.60.186/ubtv/ubtv.php?id=127
FU JI,http://154.12.60.186/ubtv/ubtv.php?id=122
テレビ東京,http://154.12.60.186/ubtv/ubtv.php?id=2202
フジテレビ,http://154.12.60.186/ubtv/ubtv.php?id=2203
テレビ朝日,http://154.12.60.186/ubtv/ubtv.php?id=125
大阪TV,http://154.12.60.186/ubtv/ubtv.php?id=126
WOWOWプライム,http://154.12.60.186/ubtv/ubtv.php?id=133
WOWOWライブ,http://154.12.60.186/ubtv/ubtv.php?id=134
WOWOWシネマ,http://154.12.60.186/ubtv/ubtv.php?id=135
スターチャンネル1,http://154.12.60.186/ubtv/ubtv.php?id=136
日本テレビ,http://154.12.60.186/ubtv/ubtv.php?id=119
毎日放送,http://154.12.60.186/ubtv/ubtv.php?id=199
ゴルフネットワーク,http://154.12.60.186/ubtv/ubtv.php?id=249
HTB北海道,http://154.12.60.186/ubtv/ubtv.php?id=39
日テレG+,http://154.12.60.186/ubtv/ubtv.php?id=2298
GAORA SPORTS,http://154.12.60.186/ubtv/ubtv.php?id=296
TBS,http://154.12.60.186/ubtv/ubtv.php?id=124
TBS,http://154.12.60.186/ubtv/ubtv.php?id=2201
アニマックス,http://154.12.60.186/ubtv/ubtv.php?id=139
グリーンチャンネル,http://154.12.60.186/ubtv/ubtv.php?id=140
キッズステーション,http://154.12.60.186/ubtv/ubtv.php?id=289
静岡ニュース,http://154.12.60.186/ubtv/ubtv.php?id=297
MUSIC ON! TV,http://154.12.60.186/ubtv/ubtv.php?id=288
QVCライブ,http://154.12.60.186/ubtv/ubtv.php?id=2218
BS日本映画専門Ch,http://154.12.60.186/ubtv/ubtv.php?id=2219
Discovery Japan,http://154.12.60.186/ubtv/ubtv.php?id=290
衛星劇場,http://154.12.60.186/ubtv/ubtv.php?id=2345
兵庫県の最新,http://154.12.60.186/ubtv/ubtv.php?id=1142
KBC NEWS,http://154.12.60.186/ubtv/ubtv.php?id=3219
TBS,http://154.12.60.186/ubtv/ubtv.php?id=2917
NHK World,http://154.12.60.186/ubtv/ubtv.php?id=2918
BS-富士,http://154.12.60.186/ubtv/ubtv.php?id=2919
フジテレビ富士,http://154.12.60.186/ubtv/ubtv.php?id=2920
テレビ朝日,http://154.12.60.186/ubtv/ubtv.php?id=2921
テレビ東京,http://154.12.60.186/ubtv/ubtv.php?id=2922
日本テレビ,http://154.12.60.186/ubtv/ubtv.php?id=2923
スター・チャンネル,http://154.12.60.186/ubtv/ubtv.php?id=3210
BSジャパン,http://154.12.60.186/ubtv/ubtv.php?id=3211
NHK Premium,http://154.12.60.186/ubtv/ubtv.php?id=3212
BS朝日,http://154.12.60.186/ubtv/ubtv.php?id=3213
BS-TBS,http://154.12.60.186/ubtv/ubtv.php?id=3214
한국,#genre#
연합뉴스TV,http://154.12.60.186/ubtv/ubtv.php?id=1039
KBS KOREA,http://154.12.60.186/ubtv/ubtv.php?id=1040
YTN2,http://154.12.60.186/ubtv/ubtv.php?id=1058
KBS1,http://154.12.60.186/ubtv/ubtv.php?id=2752
KBS2,http://154.12.60.186/ubtv/ubtv.php?id=2753
CATCH ON2,http://154.12.60.186/ubtv/ubtv.php?id=3200
SBS,http://154.12.60.186/ubtv/ubtv.php?id=252
SBS,http://154.12.60.186/ubtv/ubtv.php?id=3107
SBS BIZ,http://154.12.60.186/ubtv/ubtv.php?id=3201
Channel A,http://154.12.60.186/ubtv/ubtv.php?id=3204
CATCH ON1,http://154.12.60.186/ubtv/ubtv.php?id=3207
JEI재능TV,http://154.12.60.186/ubtv/ubtv.php?id=3205
NOW[미드],http://154.12.60.186/ubtv/ubtv.php?id=3166
AXN[미드],http://154.12.60.186/ubtv/ubtv.php?id=3168
SCREEN,http://154.12.60.186/ubtv/ubtv.php?id=3153
런닝맨,http://154.12.60.186/ubtv/ubtv.php?id=2347
I.NET,http://154.12.60.186/ubtv/ubtv.php?id=2351
SkySports,http://154.12.60.186/ubtv/ubtv.php?id=2352
KBSN Sports,http://154.12.60.186/ubtv/ubtv.php?id=2353
SBS Sports,http://154.12.60.186/ubtv/ubtv.php?id=2354
FTV,http://154.12.60.186/ubtv/ubtv.php?id=2355
바둑TV,http://154.12.60.186/ubtv/ubtv.php?id=2356
OCN Thrills,http://154.12.60.186/ubtv/ubtv.php?id=2357
OBS,http://154.12.60.186/ubtv/ubtv.php?id=2358
Discovery,http://154.12.60.186/ubtv/ubtv.php?id=2359
투니버스Tooniverse 39,http://154.12.60.186/ubtv/ubtv.php?id=2360
연변위성,http://154.12.60.186/ubtv/ubtv.php?id=2361
TVN,http://154.12.60.186/ubtv/ubtv.php?id=295
MBC,http://154.12.60.186/ubtv/ubtv.php?id=251
MBC,http://154.12.60.186/ubtv/ubtv.php?id=3106
MBN,http://154.12.60.186/ubtv/ubtv.php?id=257
Mnet,http://154.12.60.186/ubtv/ubtv.php?id=3203
MBN,http://154.12.60.186/ubtv/ubtv.php?id=3197
MBC스포츠,http://154.12.60.186/ubtv/ubtv.php?id=265
JTBC,http://154.12.60.186/ubtv/ubtv.php?id=3108
JTBC,http://154.12.60.186/ubtv/ubtv.php?id=253
tvN,http://154.12.60.186/ubtv/ubtv.php?id=1154
OCN,http://154.12.60.186/ubtv/ubtv.php?id=488
OCN Movies,http://154.12.60.186/ubtv/ubtv.php?id=3165
iNet,http://154.12.60.186/ubtv/ubtv.php?id=490
OCN,http://154.12.60.186/ubtv/ubtv.php?id=3206
CTS,http://154.12.60.186/ubtv/ubtv.php?id=491
Spotv,http://154.12.60.186/ubtv/ubtv.php?id=266
SPOTV ON1,http://154.12.60.186/ubtv/ubtv.php?id=3104
SPOTV ON2,http://154.12.60.186/ubtv/ubtv.php?id=3105
THE K-POP,http://154.12.60.186/ubtv/ubtv.php?id=493
SBS골프,http://154.12.60.186/ubtv/ubtv.php?id=486
TV Chosun,http://154.12.60.186/ubtv/ubtv.php?id=3109
한국경제,http://154.12.60.186/ubtv/ubtv.php?id=1064
매일경제TV,http://154.12.60.186/ubtv/ubtv.php?id=1065
YTN dmb,http://154.12.60.186/ubtv/ubtv.php?id=492
YTN 사이언스,http://154.12.60.186/ubtv/ubtv.php?id=1605
Arirang TV,http://154.12.60.186/ubtv/ubtv.php?id=256
TV CHOSUN,http://154.12.60.186/ubtv/ubtv.php?id=2333
SBS Sports,http://154.12.60.186/ubtv/ubtv.php?id=487
Tconvers,http://154.12.60.186/ubtv/ubtv.php?id=1134
KBC,http://154.12.60.186/ubtv/ubtv.php?id=1307
MTN,http://154.12.60.186/ubtv/ubtv.php?id=1504
토마토TV,http://154.12.60.186/ubtv/ubtv.php?id=1544
이데일리TV,http://154.12.60.186/ubtv/ubtv.php?id=1554
EBS1,http://154.12.60.186/ubtv/ubtv.php?id=2439
EBS2,http://154.12.60.186/ubtv/ubtv.php?id=3006
EBS KIDS,http://154.12.60.186/ubtv/ubtv.php?id=3007
EBS PLUS1,http://154.12.60.186/ubtv/ubtv.php?id=3008
EBS PLUS2,http://154.12.60.186/ubtv/ubtv.php?id=3009
EBSe,http://154.12.60.186/ubtv/ubtv.php?id=3010
tvN Show,http://154.12.60.186/ubtv/ubtv.php?id=1020
tvN Story,http://154.12.60.186/ubtv/ubtv.php?id=1062
Inet TV,http://154.12.60.186/ubtv/ubtv.php?id=263
Tooniverse,http://154.12.60.186/ubtv/ubtv.php?id=1100
대교 어린이,http://154.12.60.186/ubtv/ubtv.php?id=260
CNTV,http://154.12.60.186/ubtv/ubtv.php?id=3167
Kids Talk Talk,http://154.12.60.186/ubtv/ubtv.php?id=1582
SPOTV Golf,http://154.12.60.186/ubtv/ubtv.php?id=3169
SBS Golf,http://154.12.60.186/ubtv/ubtv.php?id=3170
JTBC Golf,http://154.12.60.186/ubtv/ubtv.php?id=3173
JTBC Golf&Sports,http://154.12.60.186/ubtv/ubtv.php?id=3198
MBC Sports,http://154.12.60.186/ubtv/ubtv.php?id=3174
SBS Sports,http://154.12.60.186/ubtv/ubtv.php?id=3199
SPOTV2,http://154.12.60.186/ubtv/ubtv.php?id=250
KBSN Sports,http://154.12.60.186/ubtv/ubtv.php?id=174
FTV,http://154.12.60.186/ubtv/ubtv.php?id=2905
TVBaduk,http://154.12.60.186/ubtv/ubtv.php?id=2906
Channel China,http://154.12.60.186/ubtv/ubtv.php?id=2907
SKY Sports,http://154.12.60.186/ubtv/ubtv.php?id=2910
tvN Sports,http://154.12.60.186/ubtv/ubtv.php?id=2931
Smithsonian,http://154.12.60.186/ubtv/ubtv.php?id=2934
BTN,http://154.12.60.186/ubtv/ubtv.php?id=3078
SPOTV,http://154.12.60.186/ubtv/ubtv.php?id=3080
CHING,http://154.12.60.186/ubtv/ubtv.php?id=3081
CPBC,http://154.12.60.186/ubtv/ubtv.php?id=3083
CTS,http://154.12.60.186/ubtv/ubtv.php?id=3084
KBS1,http://154.12.60.186/ubtv/ubtv.php?id=3086
KBS2,http://154.12.60.186/ubtv/ubtv.php?id=3075
CGNTV GW,http://154.12.60.186/ubtv/ubtv.php?id=2911
Discovery,http://154.12.60.186/ubtv/ubtv.php?id=3196
美國頻道,#genre#
Sinovision,http://154.12.60.186/ubtv/ubtv.php?id=1101
mlb  network,http://154.12.60.186/ubtv/ubtv.php?id=3250
BTN,http://154.12.60.186/ubtv/ubtv.php?id=3256
mlb  network,http://154.12.60.186/ubtv/ubtv.php?id=3251
TLC,http://154.12.60.186/ubtv/ubtv.php?id=1206
FOX,http://154.12.60.186/ubtv/ubtv.php?id=1218
FOX NOW,http://154.12.60.186/ubtv/ubtv.php?id=1506
WillowCricket,http://154.12.60.186/ubtv/ubtv.php?id=3231
coking chan,http://154.12.60.186/ubtv/ubtv.php?id=3233
CNN,http://154.12.60.186/ubtv/ubtv.php?id=1507
CNN （備用）,http://154.12.60.186/ubtv/ubtv.php?id=1102
Msnbc,http://154.12.60.186/ubtv/ubtv.php?id=1541
MSNBC（備）,http://154.12.60.186/ubtv/ubtv.php?id=1104
Newsmax2,http://154.12.60.186/ubtv/ubtv.php?id=156
Yahoo Finance,http://154.12.60.186/ubtv/ubtv.php?id=2541
ABC News,http://154.12.60.186/ubtv/ubtv.php?id=1508
NBC,http://154.12.60.186/ubtv/ubtv.php?id=1509
NBC,http://154.12.60.186/ubtv/ubtv.php?id=1217
Fox Business,http://154.12.60.186/ubtv/ubtv.php?id=1511
Fox Business,http://154.12.60.186/ubtv/ubtv.php?id=1108
FOX Weather,http://154.12.60.186/ubtv/ubtv.php?id=2742
E!,http://154.12.60.186/ubtv/ubtv.php?id=1222
Hbo East,http://154.12.60.186/ubtv/ubtv.php?id=1513
